algorithm_id,metric_bin_rank,metric_value,success_rate,sample_count,metric,metric_label,algorithm_label
grid_dijkstra,1,0.19637575565373705,0.9901757037596826,5293,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,2,0.2586248938539024,0.8554421768707483,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,3,0.2902664903868366,0.8953136810279667,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,4,0.30667189330249467,0.9348072562358276,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,5,0.3198575762128038,0.9665532879818595,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,6,0.3347249626339637,0.9828042328042328,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,7,0.3568301196816507,0.9928193499622071,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
grid_dijkstra,8,0.4033013881993175,0.9988662131519275,5292,scene_metric_radii_cv,radii CV,Grid Dijkstra
rrt,1,0.19637575565373705,0.9935764216890233,5293,scene_metric_radii_cv,radii CV,RRT
rrt,2,0.2586248938539024,0.9081632653061225,5292,scene_metric_radii_cv,radii CV,RRT
rrt,3,0.2902664903868366,0.9193121693121693,5292,scene_metric_radii_cv,radii CV,RRT
rrt,4,0.30667189330249467,0.9319727891156463,5292,scene_metric_radii_cv,radii CV,RRT
rrt,5,0.3198575762128038,0.9349962207105065,5292,scene_metric_radii_cv,radii CV,RRT
rrt,6,0.3347249626339637,0.9002267573696145,5292,scene_metric_radii_cv,radii CV,RRT
rrt,7,0.3568301196816507,0.9334845049130763,5292,scene_metric_radii_cv,radii CV,RRT
rrt,8,0.4033013881993175,0.891912320483749,5292,scene_metric_radii_cv,radii CV,RRT
visibility_astar,1,0.19637575565373705,0.9945210655582846,5293,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,2,0.2586248938539024,0.9183673469387755,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,3,0.2902664903868366,0.9380196523053665,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,4,0.30667189330249467,0.9642857142857143,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,5,0.3198575762128038,0.983371126228269,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,6,0.3347249626339637,0.9924414210128496,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,7,0.3568301196816507,0.9973544973544973,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_astar,8,0.4033013881993175,0.9998110355253212,5292,scene_metric_radii_cv,radii CV,Visibility A*
visibility_dijkstra,1,0.19637575565373705,0.9945210655582846,5293,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,2,0.2586248938539024,0.9183673469387755,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,3,0.2902664903868366,0.9380196523053665,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,4,0.30667189330249467,0.9642857142857143,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,5,0.3198575762128038,0.983371126228269,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,6,0.3347249626339637,0.9924414210128496,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,7,0.3568301196816507,0.9973544973544973,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
visibility_dijkstra,8,0.4033013881993175,0.9998110355253212,5292,scene_metric_radii_cv,radii CV,Visibility Dijkstra
