beta,gamma,delta,scene_rows,present_classes,majority_share,min_share,normalized_entropy,effective_class_count,balance_objective,meets_min_share_rule,count_visibility_astar,share_visibility_astar,count_grid_astar,share_grid_astar,count_rrt,share_rrt,proxy_status,proxy_accuracy,proxy_balanced_accuracy,proxy_macro_f1,proxy_majority_accuracy,proxy_majority_macro_f1,proxy_macro_f1_gain,proxy_min_class_count,proxy_is_valid,proxy_objective,proxy_objective_for_sort,proxy_macro_f1_gain_for_sort
0.9,0.9,0.4,41217,3,0.45544314239270206,0.10629109348084528,0.8720062075534797,2.606469791327742,0.5228541586416229,True,18772,0.45544314239270206,4381,0.10629109348084528,18064,0.4382657641264527,,,,,,,,,False,,-inf,-inf
0.6,0.9,0.6,41217,3,0.5004245820899144,0.12397797025499187,0.8857218859727602,2.6460420256383124,0.5092752741378378,True,20626,0.5004245820899144,5110,0.12397797025499187,15481,0.3755974476550938,,,,,,,,,False,,-inf,-inf
0.3,0.75,0.6,41217,3,0.5333721522672683,0.13576922143775627,0.885023955801419,2.6440139381991226,0.48742102497190687,True,21984,0.5333721522672683,5596,0.13576922143775627,13637,0.33085862629497537,,,,,,,,,False,,-inf,-inf
0.6,0.75,0.4,41217,3,0.4934371739816095,0.10842613484727176,0.8702805556346423,2.601533068555422,0.48526951650030464,True,20338,0.4934371739816095,4469,0.10842613484727176,16410,0.3981366911711187,,,,,,,,,False,,-inf,-inf
0.45,1.05,0.8,41217,3,0.5370114273236771,0.12917000266880171,0.8779198640308338,2.623458672186989,0.4700784393759584,True,22134,0.5370114273236771,5324,0.12917000266880171,13759,0.3338185700075212,,,,,,,,,False,,-inf,-inf
0.75,1.05,0.6,41217,3,0.5091588422252954,0.10966348836645073,0.8681089785232141,2.595333933344802,0.4686136246643694,True,20986,0.5091588422252954,4520,0.10966348836645073,15711,0.38117766940825387,,,,,,,,,False,,-inf,-inf
0.75,0.6,0.6,41217,3,0.5547953514326612,0.1409612538515661,0.87844428684404,2.6249705801979824,0.46461018926294473,True,12540,0.3042433947157726,5810,0.1409612538515661,22867,0.5547953514326612,,,,,,,,,False,,-inf,-inf
0.75,0.9,0.4,41217,3,0.5020258631147342,0.09544605381274716,0.8524079513344793,2.5509500292942926,0.4458281420324923,True,20692,0.5020258631147342,3934,0.09544605381274716,16591,0.40252808307251864,,,,,,,,,False,,-inf,-inf
0.3,0.6,0.4,41217,3,0.5431496712521532,0.11422471310381639,0.86139130978163,2.57625057979926,0.4324663516332933,True,22387,0.5431496712521532,4708,0.11422471310381639,14122,0.3426256156440304,,,,,,,,,False,,-inf,-inf
0.45,0.9,0.6,41217,3,0.5431496712521532,0.11422471310381639,0.86139130978163,2.57625057979926,0.4324663516332933,True,22387,0.5431496712521532,4708,0.11422471310381639,14122,0.3426256156440304,,,,,,,,,False,,-inf,-inf
0.9,1.05,0.4,41217,3,0.5067569206880655,0.08724555401897276,0.8403498490899302,2.5173799820051004,0.4208384824208373,True,20887,0.5067569206880655,3596,0.08724555401897276,16734,0.4059975252929616,,,,,,,,,False,,-inf,-inf
0.9,0.75,0.6,41217,3,0.566974791954776,0.12157604871776209,0.8567378642395989,2.563113539413845,0.41133912100258496,True,12837,0.311449159327462,5011,0.12157604871776209,23369,0.566974791954776,,,,,,,,,False,,-inf,-inf
0.3,1.05,0.8,41217,3,0.5746415314069437,0.12109081204357425,0.852017860120935,2.549857030922263,0.3984671407575655,True,23685,0.5746415314069437,4991,0.12109081204357425,12541,0.304267656549482,,,,,,,,,False,,-inf,-inf
0.6,1.05,0.6,41217,3,0.5481476089962879,0.09993449304898465,0.8440224197198142,2.5275574514940065,0.3958093037725109,True,22593,0.5481476089962879,4119,0.09993449304898465,14505,0.35191789795472744,,,,,,,,,False,,-inf,-inf
0.45,0.75,0.4,41217,3,0.54926365334692,0.09442705679695271,0.837094738022265,2.5083936444346957,0.38225814147229775,True,22639,0.54926365334692,3892,0.09442705679695271,14686,0.3563092898561273,,,,,,,,,False,,-inf,-inf
0.6,0.9,0.4,41217,3,0.5495790571851421,0.08426134847271757,0.8240425878917125,2.472681806960847,0.35872487917928797,True,22652,0.5495790571851421,3473,0.08426134847271757,15092,0.3661595943421404,,,,,,,,,False,,-inf,-inf
0.75,1.05,0.4,41217,3,0.549142344178373,0.07809884271053207,0.8156987709477864,2.4501192420939635,0.3446552694799454,True,22634,0.549142344178373,3219,0.07809884271053207,15364,0.37275881311109493,,,,,,,,,False,,-inf,-inf
0.3,0.9,0.6,41217,3,0.5912123638304583,0.10253050925588957,0.8252735609914559,2.4760280304489517,0.3365917064168872,True,24368,0.5912123638304583,4226,0.10253050925588957,12623,0.30625712691365214,,,,,,,,,False,,-inf,-inf
0.6,0.45,0.4,41217,3,0.6073950069146226,0.11286605041609045,0.824144142267963,2.472957696704851,0.32961518576943083,True,11530,0.27973894266928695,4652,0.11286605041609045,25035,0.6073950069146226,,,,,,,,,False,,-inf,-inf
0.45,1.05,0.6,41217,3,0.5913336729990053,0.08913797704830531,0.8107700759192396,2.43688837344715,0.30857437996853954,True,24373,0.5913336729990053,3674,0.08913797704830531,13170,0.3195283499526894,,,,,,,,,False,,-inf,-inf
0.75,0.6,0.4,41217,3,0.6115437804789285,0.09673193099934493,0.8065395844417151,2.4255887993303715,0.29172773496213156,True,12024,0.2917242885217265,3987,0.09673193099934493,25206,0.6115437804789285,,,,,,,,,False,,-inf,-inf
0.9,0.75,0.4,41217,3,0.6115195186452193,0.08685736467962249,0.7960077506824487,2.3976854993517818,0.2713455967168519,True,12432,0.3016231166751583,3580,0.08685736467962249,25205,0.6115195186452193,,,,,,,,,False,,-inf,-inf
0.3,0.75,0.4,41217,3,0.6108887109687751,0.07984569473760827,0.7881156476563432,2.3769865629255036,0.25707263142517645,True,25179,0.6108887109687751,3291,0.07984569473760827,12747,0.3092655942936167,,,,,,,,,False,,-inf,-inf
0.6,1.05,0.4,41217,3,0.5943421403789698,0.06754494504694665,0.7809021289259823,2.3582237210756185,0.25410493359395914,True,24497,0.5943421403789698,2784,0.06754494504694665,13936,0.3381129145740835,,,,,,,,,False,,-inf,-inf
0.45,0.9,0.4,41217,3,0.6018875706625907,0.07230026445398743,0.7836008548831164,2.3652258839937614,0.2540135486745131,True,24808,0.6018875706625907,2980,0.07230026445398743,13429,0.3258121648834219,,,,,,,,,False,,-inf,-inf
0.3,1.05,0.6,41217,3,0.6364121600310552,0.07846277021617294,0.7692259409038761,2.3281665547329062,0.2112765510889939,True,26231,0.6364121600310552,3234,0.07846277021617294,11752,0.2851250697527719,,,,,,,,,False,,-inf,-inf
0.45,1.05,0.4,41217,3,0.642162214620181,0.057427760390130284,0.737095542062268,2.247418491549383,0.15236108783221736,True,26468,0.642162214620181,2367,0.057427760390130284,12382,0.3004100249896887,,,,,,,,,False,,-inf,-inf
0.3,0.9,0.4,41217,3,0.6585146905403111,0.0597326345925225,0.7284910313595265,2.226273695472542,0.12970897541173798,True,27142,0.6585146905403111,2462,0.0597326345925225,11613,0.2817526748671665,,,,,,,,,False,,-inf,-inf
0.3,1.05,0.4,41217,3,0.6967513404663125,0.04471455952640901,0.673968083863479,2.0968361618828437,0.02193130292357548,True,28718,0.6967513404663125,1843,0.04471455952640901,10656,0.25853410000727856,,,,,,,,,False,,-inf,-inf
