algorithm_id,metric,low_metric_value,high_metric_value,low_quantile_median_runtime_ms,high_quantile_median_runtime_ms,low_quantile_p90_runtime_ms,high_quantile_p90_runtime_ms,low_quantile_sample_count,high_quantile_sample_count,runtime_ratio_high_to_low,log2_runtime_ratio_high_to_low,quantile_count
rrt,scene_metric_obstacle_area_ratio,0.0559,0.4012,1.77895,13.92185,14.934689999999998,139.28772999999995,10612.0,10582.0,7.825880435088113,2.9682530687075106,4
rrt,scene_metric_radii_cv,0.23147237120093828,0.3740707375764182,1.6495,6.9834499999999995,13.130560000000004,194.8784700000001,10585.0,10584.0,4.233676871779327,2.0819111622904454,4
visibility_astar,scene_metric_boundary_density,0.01068583560703402,0.10549921966756452,14.6066,10.784600000000001,868.62408,87.79380000000006,10585.0,10584.0,0.7383374638861885,-0.43764773090955145,4
visibility_astar,scene_metric_cell_density_cv,0.6344700282628839,1.9075601227598735,66.4722,9.622399999999999,1903.5909199999999,20.21103,10585.0,10584.0,0.14475825984396481,-2.7882824247664826,4
visibility_astar,scene_metric_clearance,0.8571428571428612,4.994568938304912,19.4108,30.3643,76.18068,1999.80214,10585.0,10584.0,1.564299256084242,0.6455165318075425,4
visibility_astar,scene_metric_largest_component_ratio,0.9909206873264801,1.0,35.6238,14.19945,1660.4122200000002,52.36231999999998,10585.0,21168.0,0.39859447897192324,-1.32700636768829,3
visibility_astar,scene_metric_obstacle_area_ratio,0.0559,0.4012,12.857700000000001,27.62555,48.81510999999999,636.6274499999998,10612.0,10582.0,2.148560784588223,1.1033705927429975,4
visibility_astar,scene_metric_radii_cv,0.23147237120093828,0.3740707375764182,9.51,24.3135,47.396560000000015,1773.9574100000002,10585.0,10584.0,2.5566246056782336,1.3542403423218188,4
visibility_dijkstra,scene_metric_boundary_density,0.01068583560703402,0.10549921966756452,14.9671,10.8737,872.3121400000002,88.77093,10585.0,10584.0,0.7265068049254698,-0.46095178376530827,4
visibility_dijkstra,scene_metric_cell_density_cv,0.6344700282628839,1.9075601227598735,67.3433,9.97025,1898.5796,21.02761,10585.0,10584.0,0.14805110530668975,-2.755832833588191,4
visibility_dijkstra,scene_metric_clearance,0.8571428571428612,4.994568938304912,19.7743,31.14,77.16800000000002,2004.89388,10585.0,10584.0,1.5747712940533924,0.6551423194737824,4
visibility_dijkstra,scene_metric_largest_component_ratio,0.9909206873264801,1.0,35.765,14.50935,1647.4538000000016,53.58712,10585.0,21168.0,0.4056857262686984,-1.301565551533779,3
visibility_dijkstra,scene_metric_obstacle_area_ratio,0.0559,0.4012,13.29935,27.79925,51.7190399999998,638.5557399999999,10612.0,10582.0,2.0902713290499157,1.063690224443847,4
visibility_dijkstra,scene_metric_radii_cv,0.23147237120093828,0.3740707375764182,9.7989,24.96065,48.0036600000001,1781.82986,10585.0,10584.0,2.547291022461705,1.3489637938003762,4
